Price,Close,RSI,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,CCI,Pattern
2023-11-13 16:00:00+00:00,22.325000762939453,61.40652315631397,22.16275005340576,22.35313062956868,21.972369477242847,101.0991809325218,No Pattern
2023-11-13 17:00:00+00:00,22.30500030517578,59.57655858870426,22.16500005722046,22.360908253095875,21.96909186134505,125.73120032098382,No Pattern
2023-11-13 18:00:00+00:00,22.395000457763672,64.67767719142346,22.169500064849853,22.381535542779844,21.957464586919865,150.62938851540545,No Pattern
2023-11-13 19:00:00+00:00,22.3700008392334,62.32496397202983,22.170250129699703,22.38499391749212,21.95550634190729,157.834209255611,No Pattern
2023-11-13 20:00:00+00:00,22.354999542236328,60.89354764724614,22.173000144958497,22.395585290406427,21.950414999510567,140.72901251741192,No Pattern
2023-11-13 21:00:00+00:00,22.364999771118164,61.52787856360108,22.181750106811524,22.41955857656722,21.94394163705583,125.28336929505986,No Pattern
2023-11-13 23:00:00+00:00,22.38500022888184,62.826595417941896,22.196750164031982,22.445834149427817,21.947666178636148,114.03504036223092,No Pattern
2023-11-14 00:00:00+00:00,22.3700008392334,61.15916311551977,22.21150016784668,22.464899373229827,21.958100962463533,98.89978514124311,No Pattern
2023-11-14 01:00:00+00:00,22.399999618530277,63.259387771744514,22.228000164031982,22.48534057982561,21.970659748238354,102.22494773369132,No Pattern
2023-11-14 02:00:00+00:00,22.420000076293945,64.63248946184365,22.24125013351441,22.509259184402016,21.9732410826268,96.6131147329173,No Pattern
2023-11-14 03:00:00+00:00,22.395000457763672,61.53671881665859,22.253500175476077,22.526064109975493,21.980936240976654,79.3565170862503,No Pattern
2023-11-14 04:00:00+00:00,22.40999984741211,62.69137329916835,22.268750190734863,22.540501526291703,21.99699885517802,76.04481700387835,No Pattern
2023-11-14 05:00:00+00:00,22.3799991607666,58.88383653457038,22.284500122070312,22.54339977285425,22.02560047128637,61.7923163905937,No Pattern
2023-11-14 06:00:00+00:00,22.38999938964844,59.76113125016145,22.298000049591064,22.549225154397327,22.0467749447848,54.62530943203169,No Pattern
2023-11-14 07:00:00+00:00,22.38500022888184,59.08245398459998,22.30850009918213,22.555807631178126,22.061192567186133,49.963049266252575,No Pattern
2023-11-14 08:00:00+00:00,22.40999984741211,61.44072806862093,22.323000049591062,22.558104423672894,22.087895675509237,65.19702436586606,No Pattern
2023-11-14 09:00:00+00:00,22.479999542236328,67.14985207870643,22.339750003814697,22.569412408327203,22.11008759930219,103.12212178783628,No Pattern
2023-11-14 10:00:00+00:00,22.48500061035156,67.51985901341136,22.36150007247925,22.55715539306052,22.165844751897986,129.79245523755907,No Pattern
2023-11-14 11:00:00+00:00,22.3799991607666,53.81453431511152,22.37875003814697,22.50460202688502,22.252898049408923,54.21729572816325,No Pattern
2023-11-14 12:00:00+00:00,22.43000030517578,58.16891381751498,22.391750049591064,22.47525292701761,22.30824717216452,61.92880098472366,No Pattern
2023-11-14 13:00:00+00:00,22.709999084472656,73.33165877916133,22.410999965667724,22.568657473099474,22.253342458235974,283.9303358032655,No Pattern
2023-11-14 14:00:00+00:00,23.13999938964844,83.32688666268872,22.45274991989136,22.80192681111821,22.103573028664503,491.6007484364746,No Pattern
2023-11-14 15:00:00+00:00,23.18000030517578,83.93026707414734,22.491999912261964,22.961972122362244,22.022027702161683,358.0705314371563,No Pattern
2023-11-14 16:00:00+00:00,23.165000915527344,82.72139404482853,22.53174991607666,23.081443414645403,21.98205641750792,240.45071895352305,No Pattern
2023-11-14 17:00:00+00:00,23.155000686645508,81.87468777379644,22.57174997329712,23.1777228190011,21.96577712759314,175.9543720007667,No Pattern
2023-11-14 18:00:00+00:00,23.155000686645508,81.87468777379644,22.611250019073488,23.259670580876797,21.962829457270185,138.66000213951503,No Pattern
2023-11-14 19:00:00+00:00,23.15999984741211,81.98161476086723,22.65,23.331491351515243,21.968508648484757,114.7637712848362,No Pattern
2023-11-14 20:00:00+00:00,23.174999237060547,82.31865236844813,22.69024991989136,23.39551240419196,21.984987435590757,102.51282565755972,No Pattern
2023-11-14 21:00:00+00:00,23.149999618530277,79.64463931426702,22.72774991989136,23.44691268405086,22.008587155731856,85.68185240871253,No Pattern
2023-11-14 23:00:00+00:00,23.125,76.9526487846243,22.76299991607666,23.4874613466661,22.038538485487216,74.14404507794141,No Pattern
2023-11-15 00:00:00+00:00,23.165000915527344,78.22110105641622,22.801499938964845,23.52548308642774,22.07751679150195,67.01052270152157,No Pattern
2023-11-15 01:00:00+00:00,23.145000457763672,75.96972344122412,22.838249969482423,23.553577443989003,22.122922494975843,59.77032026623415,No Pattern
2023-11-15 02:00:00+00:00,23.184999465942383,77.37239800110159,22.87849998474121,23.57654111733437,22.18045885214805,59.88164553311316,No Pattern
2023-11-15 03:00:00+00:00,23.229999542236328,78.86694361354454,22.920499992370605,23.596657697148952,22.244342287592257,65.13980053034258,No Pattern
2023-11-15 04:00:00+00:00,23.25,79.51457370217508,22.963749980926515,23.607231952202344,22.32026800965069,67.27309989015698,No Pattern
2023-11-15 05:00:00+00:00,23.2450008392334,78.86401656047948,23.005500030517577,23.606823028397944,22.40417703263721,65.09844373983701,No Pattern
2023-11-15 06:00:00+00:00,23.334999084472656,81.75763622734098,23.048250007629395,23.61460932668602,22.48189068857277,80.33026505940305,No Pattern
2023-11-15 07:00:00+00:00,23.36000061035156,82.475404324145,23.092000007629395,23.610743045399584,22.573256969859205,87.91061237680631,No Pattern
2023-11-15 08:00:00+00:00,23.354999542236328,81.7822292749635,23.14075002670288,23.55551838573044,22.725981667675324,111.77618795067944,No Pattern
2023-11-15 09:00:00+00:00,23.399999618530277,83.1542012504452,23.189249992370605,23.463171225234543,22.915328759506668,154.63039263306356,No Pattern
2023-11-15 10:00:00+00:00,23.459999084472656,84.79807141840402,23.226749992370607,23.42202561666693,23.031474368074285,187.0718942591281,No Pattern
2023-11-15 11:00:00+00:00,23.479999542236328,85.31258690408052,23.24375,23.46351920142192,23.02398079857808,173.31536849597163,No Pattern
2023-11-15 12:00:00+00:00,23.5049991607666,85.95257883096545,23.25999994277954,23.50511150801972,23.01488837753936,153.96687212999996,No Pattern
2023-11-15 13:00:00+00:00,23.475000381469727,81.37061488102731,23.27549991607666,23.533489755832544,23.01751007632078,142.10986247239572,No Pattern
2023-11-15 14:00:00+00:00,23.34499931335449,65.15992930934888,23.28499984741211,23.538494981530008,23.03150471329421,54.72271723430279,No Pattern
2023-11-15 15:00:00+00:00,23.5,72.25673272249658,23.302249813079836,23.56480379709428,23.039695829065383,93.1785971110332,No Pattern
2023-11-15 16:00:00+00:00,23.489999771118164,71.24836336071057,23.31874980926513,23.58492380090892,23.052575817621356,97.50259901638567,No Pattern
2023-11-15 17:00:00+00:00,23.565000534057617,74.16082605853067,23.33824987411499,23.616319329829437,23.060180418400545,115.91768316150184,No Pattern
2023-11-15 18:00:00+00:00,23.48500061035156,66.43088131305166,23.354999923706053,23.62596097169592,23.084038875716185,88.75307510908421,No Pattern
2023-11-15 19:00:00+00:00,23.520000457763672,68.00226530853428,23.37474994659424,23.633061150722774,23.1164387424657,91.75032681064026,No Pattern
2023-11-15 20:00:00+00:00,23.5049991607666,66.5640319807864,23.3917498588562,23.637030780377795,23.146468937334607,82.23598713309714,No Pattern
2023-11-15 21:00:00+00:00,23.51499938964844,67.0641138791619,23.41024980545044,23.633083318070785,23.187416292830097,75.8363434496109,No Pattern
2023-11-15 23:00:00+00:00,23.51000022888184,66.5284327191906,23.42649984359741,23.627599335622776,23.22540035157205,73.22498406898173,No Pattern
2023-11-16 00:00:00+00:00,23.520000457763672,67.0946462788356,23.440999889373774,23.624373823360283,23.257625955387272,73.3092291107459,No Pattern
2023-11-16 01:00:00+00:00,23.38999938964844,54.247525339723104,23.4479998588562,23.611260448163463,23.284739269548936,-17.90307106929813,No Pattern
2023-11-16 02:00:00+00:00,23.399999618530277,54.96193184659572,23.45574979782105,23.592252025003702,23.31924757063839,-70.29097611294043,No Pattern
2023-11-16 03:00:00+00:00,23.45499992370605,58.77465244351421,23.46174983978272,23.58654095132143,23.336958728244,-21.68790907831986,No Pattern
2023-11-16 04:00:00+00:00,23.5049991607666,61.92982463608321,23.468999767303465,23.585901843153252,23.352097691453675,26.216142490628705,No Pattern
2023-11-16 05:00:00+00:00,23.479999542236328,59.4786485020197,23.475249767303467,23.57981952433022,23.370680010276715,19.462263956602268,No Pattern
2023-11-16 06:00:00+00:00,23.649999618530277,68.58447561529127,23.487749767303463,23.611381556125416,23.36411797848152,188.86023190987424,No Pattern
2023-11-16 07:00:00+00:00,23.6200008392334,65.77555695858803,23.495749855041502,23.631296388445563,23.36020332163744,204.0180480742365,Upward Trend
2023-11-16 08:00:00+00:00,23.684999465942383,68.76091814910582,23.505999851226807,23.664322564711632,23.347677137741982,197.9688082210799,Downward Trend
2023-11-16 09:00:00+00:00,23.700000762939453,69.4238256771458,23.51574993133545,23.69522944501177,23.336270417659133,229.83955589607763,Downward Trend
2023-11-16 10:00:00+00:00,23.725000381469727,70.54557171239804,23.52824993133545,23.728282280826512,23.328217581844385,186.0706722381389,Downward Trend
2023-11-16 11:00:00+00:00,23.7549991607666,71.87878713736208,23.54874992370605,23.753441953119957,23.34405789429216,175.37271386046947,Upward Trend
2023-11-16 12:00:00+00:00,23.684999465942383,64.53800225884558,23.55799989700317,23.76964595867512,23.34635383533123,108.85527702155844,Upward Trend
2023-11-16 13:00:00+00:00,23.96500015258789,75.37251618889363,23.58174991607666,23.85514128386725,23.308358548286066,186.1156010906517,Downward Trend
2023-11-16 14:00:00+00:00,24.030000686645508,77.12011815178593,23.604999923706053,23.940723367729337,23.26927647968277,232.03401499122336,Upward Trend
2023-11-16 15:00:00+00:00,24.020000457763672,76.2239456661629,23.63174991607666,24.007799253414277,23.25570057873905,188.2852624993625,Downward Trend
2023-11-16 16:00:00+00:00,23.895000457763672,65.91338480183285,23.65049991607666,24.03956216734901,23.261437664804312,124.84613128752872,Upward Trend
2023-11-16 17:00:00+00:00,23.93000030517578,67.24922133237976,23.67174997329712,24.072939673039983,23.27056027355425,100.3297324556786,Downward Trend
2023-11-16 18:00:00+00:00,23.93000030517578,67.24922133237976,23.692500019073485,24.10195748361545,23.28304255453152,95.197371639188,Downward Trend
2023-11-16 19:00:00+00:00,23.905000686645508,65.13466990501513,23.71225004196167,24.12269520725481,23.30180487666853,74.52459141602924,Upward Trend
2023-11-16 20:00:00+00:00,23.825000762939453,58.76667132012453,23.72750005722046,24.130843020890687,23.324157093550237,48.24469991720928,Upward Trend
2023-11-16 21:00:00+00:00,23.81999969482422,58.38240651027233,23.749000072479248,24.12285357344831,23.375146571510182,29.779882336949974,Downward Trend
2023-11-16 23:00:00+00:00,23.84499931335449,59.797571595541626,23.77125005722046,24.11076309140515,23.43173702303577,29.419247830661693,Upward Trend
2023-11-17 00:00:00+00:00,23.93000030517578,64.24894747625275,23.795000076293945,24.108129994399725,23.481870158188165,54.60253840368989,Downward Trend
2023-11-17 01:00:00+00:00,23.8799991607666,60.037737165716,23.813750076293942,24.09882718565882,23.528672966929072,52.72765943328884,Upward Trend
2023-11-17 02:00:00+00:00,23.905000686645508,61.40011684579483,23.83500013351441,24.07759063113849,23.59240963589032,39.97546947424423,Upward Trend
2023-11-17 03:00:00+00:00,23.90999984741211,61.6814188182293,23.848000144958498,24.077028749406463,23.61897154051053,41.897313916080925,Downward Trend
2023-11-17 04:00:00+00:00,23.88500022888184,59.35202308213882,23.86125011444092,24.06528177730256,23.65721845157928,27.88699971359902,Upward Trend
2023-11-17 05:00:00+00:00,23.875,58.40190587626624,23.8707501411438,24.05808105442832,23.68341922785928,12.410740674647302,Downward Trend
2023-11-17 06:00:00+00:00,23.850000381469727,55.98893549299388,23.878250122070312,24.04890448823272,23.707595755907903,-16.128957563084636,Upward Trend
2023-11-17 07:00:00+00:00,23.934999465942383,61.772162642036726,23.888750076293945,24.04568610639109,23.7318140461968,5.112198052090301,Downward Trend
2023-11-17 08:00:00+00:00,24.020000457763672,66.511317194664,23.9020001411438,24.056253606955305,23.74774667533229,111.33143186034962,Downward Trend
2023-11-17 09:00:00+00:00,24.09499931335449,70.04047728587629,23.922500133514404,24.06443325316346,23.780567013865348,200.2647731521946,Upward Trend
2023-11-17 10:00:00+00:00,24.21500015258789,74.64470048474587,23.935000133514404,24.12544700894339,23.744553258085418,239.18280185732047,Upward Trend
2023-11-17 11:00:00+00:00,24.075000762939453,62.56445670656807,23.9372501373291,24.13311942160011,23.741380853058093,161.678260970027,Downward Trend
2023-11-17 12:00:00+00:00,24.11000061035156,64.12747257425019,23.941750144958498,24.14883176733401,23.73466852258299,146.6668090819834,Upward Trend
2023-11-17 13:00:00+00:00,23.975000381469727,54.649443664938254,23.9457501411438,24.15215461648964,23.73934566579796,68.3765268308337,Downward Trend
2023-11-17 14:00:00+00:00,23.76499938964844,43.80376225371912,23.937500095367437,24.158441512462925,23.71655867827194,-91.1513365464066,Upward Trend
2023-11-17 15:00:00+00:00,23.81999969482422,46.78264117469615,23.93200006484985,24.158813044858416,23.70518708484129,-93.68467037805094,Downward Trend
2023-11-17 16:00:00+00:00,23.80500030517578,46.06548388223401,23.927000045776367,24.160289826187327,23.693710265365407,-92.8072678662019,Upward Trend
2023-11-17 17:00:00+00:00,23.81999969482422,46.941415147127,23.92674999237061,24.160486844018564,23.69301314072265,-90.6893166910294,Downward Trend
2023-11-17 18:00:00+00:00,23.850000381469727,48.73477881781509,23.92825002670288,24.159600174219037,23.696899879186727,-63.01348852412276,Downward Trend
2023-11-17 19:00:00+00:00,23.78499984741211,45.1722769496457,23.92525005340576,24.16232573312719,23.688174373684333,-86.84863557850571,Upward Trend
2023-11-17 20:00:00+00:00,23.799999237060547,46.15050272136908,23.91875,24.161996614691585,23.675503385308414,-88.25940133985354,Upward Trend
2023-11-17 21:00:00+00:00,23.774999618530277,44.71841452467386,23.913500022888183,24.164281153451267,23.6627188923251,-90.5019190331947,Downward Trend
2023-11-19 23:00:00+00:00,23.670000076293945,39.21442178794715,23.901749992370604,24.174115408003363,23.629384576737845,-124.83794447731788,Downward Trend
2023-11-20 00:00:00+00:00,23.690000534057617,40.711347499744434,23.89075002670288,24.1782441609936,23.603255892412168,-130.79825549094068,Upward Trend
2023-11-20 01:00:00+00:00,23.739999771118164,44.39772958208155,23.883500003814696,24.178425658515717,23.58857434911368,-84.37262527620992,Downward Trend
2023-11-20 02:00:00+00:00,23.7549991607666,45.49264054292213,23.877499961853022,24.177708527864223,23.577291395841826,-65.99703633247539,Upward Trend
2023-11-20 03:00:00+00:00,23.78499984741211,47.71054426726324,23.874249935150143,24.17697578680852,23.571524083491774,-66.06291391705416,Downward Trend
2023-11-20 04:00:00+00:00,23.76499938964844,46.35632202671884,23.86574993133545,24.170713824678703,23.5607860379922,-35.226133700334486,Upward Trend
2023-11-20 05:00:00+00:00,23.73500061035156,44.32413278083737,23.85149993896484,24.152915199228318,23.55008467870137,-58.03487451961547,Downward Trend
2023-11-20 06:00:00+00:00,23.700000762939453,42.01016748070394,23.831750011444093,24.11814647017401,23.54535355271417,-77.53884761732418,Downward Trend
2023-11-20 07:00:00+00:00,23.63999938964844,38.31708676145893,23.80299997329712,24.04110540971905,23.564894536875183,-119.42261445491104,Upward Trend
2023-11-20 08:00:00+00:00,23.614999771118164,36.86302700022892,23.77999992370605,23.99644880686225,23.563551040549854,-155.6563026867291,Downward Trend
2023-11-20 09:00:00+00:00,23.6299991607666,38.37407450202016,23.755999851226807,23.92112422932619,23.590875473127426,-129.87944992573875,Downward Trend
2023-11-20 10:00:00+00:00,23.565000534057617,34.51871997540337,23.7354998588562,23.888107076498123,23.58289264121428,-177.56569062318803,Upward Trend
2023-11-20 11:00:00+00:00,23.489999771118164,30.687523441785004,23.72174987792969,23.90725656009228,23.5362431957671,-204.552475248468,Downward Trend
2023-11-20 12:00:00+00:00,23.489999771118164,30.687523441785004,23.705249881744383,23.91051738216269,23.49998238132608,-192.7149827577836,Downward Trend
2023-11-20 13:00:00+00:00,23.450000762939453,28.7161926113246,23.687499904632567,23.91534830404166,23.459651505223476,-187.50008347987884,Upward Trend
2023-11-20 14:00:00+00:00,23.520000457763672,36.414375447451874,23.67249994277954,23.90296658190769,23.44203330365139,-107.93205539334537,Upward Trend
2023-11-20 15:00:00+00:00,23.55500030517578,39.9087028974563,23.657749938964844,23.87844106502398,23.437058812905708,-76.43854788567519,Downward Trend
2023-11-20 16:00:00+00:00,23.575000762939453,41.87446119855115,23.64724998474121,23.862643936265076,23.43185603321735,-55.77307113601773,Upward Trend
2023-11-20 17:00:00+00:00,23.51499938964844,37.87187007029562,23.632999992370607,23.84374600629843,23.422253978442782,-73.56458746698887,Upward Trend
2023-11-20 18:00:00+00:00,23.56999969482422,43.22871768756763,23.622749996185306,23.824627834076335,23.420872158294262,-37.1036616859879,Downward Trend
2023-11-20 19:00:00+00:00,23.530000686645508,40.49418876735129,23.61575002670288,23.820280308105183,23.41121974530057,-52.14650211617648,Upward Trend
2023-11-20 20:00:00+00:00,23.5,38.52572405883255,23.60625,23.813731614002155,23.398768385997844,-70.43157493678275,Downward Trend
2023-11-20 21:00:00+00:00,23.489999771118164,37.86497577784253,23.59375,23.797584842549355,23.389915157450645,-83.82145754471269,Upward Trend
2023-11-20 23:00:00+00:00,23.63999938964844,51.34468244304912,23.58800001144409,23.779426071327617,23.39657395156057,14.621759575529316,Downward Trend
